TimeStamp,Latitude,Longitude,Altitude,TEC
10/21/2011 0:00:00,34.8758,-114.6382,1,5
10/21/2011 0:00:00,34.8454,-114.597,1,5
10/21/2011 0:00:00,34.789,-114.5682,1,5
10/21/2011 0:00:00,34.7269,-114.4968,1,5
10/21/2011 0:00:00,34.6648,-114.4501,1,5
10/21/2011 0:00:00,34.6581,-114.4597,1,5
10/21/2011 0:00:00,34.5869,-114.4322,1,5
10/21/2011 0:00:00,34.5235,-114.3787,1,5
10/21/2011 0:00:00,34.4601,-114.3869,1,5
10/21/2011 0:00:00,34.45,-114.3361,1,5
10/21/2011 0:00:00,34.4375,-114.3031,1,5
10/21/2011 0:00:00,34.4024,-114.2674,1,5
10/21/2011 0:00:00,34.3559,-114.1864,1,5
10/21/2011 0:00:00,34.3049,-114.1383,1,5
10/21/2011 0:00:00,34.2561,-114.1315,1,5
10/21/2011 0:00:00,34.2595,-114.1651,1,5
10/21/2011 0:00:00,34.2044,-114.2249,1,5
10/21/2011 0:00:00,34.1914,-114.2221,1,5
10/21/2011 0:00:00,34.172,-114.2908,1,5
10/21/2011 0:00:00,34.1368,-114.3237,1,5
10/21/2011 0:00:00,34.1186,-114.3622,1,5
10/21/2011 0:00:00,34.1118,-114.4089,1,5
10/21/2011 0:00:00,34.0856,-114.4363,1,5
10/21/2011 0:00:00,34.0276,-114.4336,1,5
10/21/2011 0:00:00,34.0117,-114.4652,1,5
10/21/2011 0:00:00,33.9582,-114.5119,1,5
10/21/2011 0:00:00,33.9308,-114.5366,1,5
10/21/2011 0:00:00,33.9058,-114.5091,1,5
10/21/2011 0:00:00,33.8613,-114.5256,1,5
10/21/2011 0:00:00,33.8248,-114.5215,1,5
10/21/2011 0:00:00,33.7597,-114.505,1,5
10/21/2011 0:00:00,33.7083,-114.494,1,5
10/21/2011 0:00:00,33.6832,-114.5284,1,5
10/21/2011 0:00:00,33.6363,-114.5242,1,5
10/21/2011 0:00:00,33.5895,-114.5393,1,5
10/21/2011 0:00:00,33.5528,-114.5242,1,5
10/21/2011 0:00:00,33.5311,-114.5586,1,5
10/21/2011 0:00:00,33.507,-114.5778,1,5
10/21/2011 0:00:00,33.4418,-114.6245,1,5
10/21/2011 0:00:00,33.4142,-114.6506,1,5
10/21/2011 0:00:00,33.4039,-114.7055,1,5
10/21/2011 0:00:00,33.3546,-114.6973,1,5
10/21/2011 0:00:00,33.3041,-114.7302,1,5
10/21/2011 0:00:00,33.2858,-114.7206,1,5
10/21/2011 0:00:00,33.2754,-114.6808,1,5
10/21/2011 0:00:00,33.2582,-114.6698,1,5
10/21/2011 0:00:00,33.2467,-114.6904,1,5
10/21/2011 0:00:00,33.172,-114.6794,1,5
10/21/2011 0:00:00,33.0904,-114.7083,1,5
10/21/2011 0:00:00,33.0858,-114.6918,1,5
10/21/2011 0:00:00,33.0328,-114.6629,1,5
10/21/2011 0:00:00,33.0501,-114.6451,1,5
10/21/2011 0:00:00,33.0305,-114.6286,1,5
10/21/2011 0:00:00,33.0282,-114.5888,1,5
10/21/2011 0:00:00,33.0351,-114.575,1,5
10/21/2011 0:00:00,33.0328,-114.5174,1,5
10/21/2011 0:00:00,32.9718,-114.4913,1,5
10/21/2011 0:00:00,32.9764,-114.4775,1,5
10/21/2011 0:00:00,32.9372,-114.4844,1,5
10/21/2011 0:00:00,32.8427,-114.4679,1,5
10/21/2011 0:00:00,32.8161,-114.5091,1,5
10/21/2011 0:00:00,32.785,-114.5311,1,5
10/21/2011 0:00:00,32.7573,-114.5284,1,5
10/21/2011 0:00:00,32.7503,-114.5641,1,5
10/21/2011 0:00:00,32.7353,-114.6162,1,5
10/21/2011 0:00:00,32.748,-114.6986,1,5
10/21/2011 0:00:00,32.7191,-114.722,1,5
10/21/2011 0:00:00,32.6868,-115.1944,1,5
10/21/2011 0:00:00,32.5121,-117.3395,1,5
10/21/2011 0:00:00,32.7838,-117.4823,1,5
