DateTime,DOY,D_TEC,ASY_H,SYM_D,SYM_H,Location
04/14/2006 00:00:00,104,0,15,-2,0,1
04/14/2006 00:01:00,104,0,14,-2,0,1
04/14/2006 00:02:00,104,0,14,-2,0,1
04/14/2006 00:03:00,104,0,15,-2,1,1
04/14/2006 00:04:00,104,0,15,-3,1,1
04/14/2006 00:05:00,104,0,15,-2,1,1
04/14/2006 00:06:00,104,0,15,-2,1,1
04/14/2006 00:07:00,104,0,15,-2,1,1
04/14/2006 00:08:00,104,0,14,-2,1,1
04/14/2006 00:09:00,104,0,14,-2,1,1
04/14/2006 00:10:00,104,0,15,-2,1,1
04/14/2006 00:11:00,104,0,16,-3,1,1
04/14/2006 00:12:00,104,0,16,-3,1,1
04/14/2006 00:13:00,104,0,17,-3,1,1
04/14/2006 00:14:00,104,0,17,-3,1,1
04/14/2006 00:15:00,104,0,16,-3,1,1
04/14/2006 00:16:00,104,0,16,-2,2,1
04/14/2006 00:17:00,104,0,16,-3,1,1
04/14/2006 00:18:00,104,0,16,-3,0,1
04/14/2006 00:19:00,104,0,15,-3,0,1
04/14/2006 00:20:00,104,0,16,-3,0,1
04/14/2006 00:21:00,104,0,16,-3,0,1
04/14/2006 00:22:00,104,0,16,-2,0,1
04/14/2006 00:23:00,104,0,18,-2,0,1
04/14/2006 00:24:00,104,0,18,-2,0,1
04/14/2006 00:25:00,104,0,18,-2,0,1
04/14/2006 00:26:00,104,0,19,-2,0,1
04/14/2006 00:27:00,104,0,19,-2,0,1
04/14/2006 00:28:00,104,0,18,-3,0,1
04/14/2006 00:29:00,104,0,18,-3,-1,1
04/14/2006 00:30:00,104,0,17,-3,-1,1
04/14/2006 00:31:00,104,0,16,-3,-1,1
04/14/2006 00:32:00,104,0.905545494,16,-3,-1,1
04/14/2006 00:33:00,104,0.893205203,16,-3,-1,1
04/14/2006 00:34:00,104,0.880864912,15,-3,-1,1
04/14/2006 00:35:00,104,0.868524621,15,-3,-1,1
04/14/2006 00:36:00,104,0.85618433,16,-3,-2,1
04/14/2006 00:37:00,104,0.843844039,17,-3,-3,1
04/14/2006 00:38:00,104,0.826691915,17,-3,-3,1
04/14/2006 00:39:00,104,0.809539792,18,-3,-2,1
04/14/2006 00:40:00,104,0.792387668,18,-3,-3,1
04/14/2006 00:41:00,104,0.775235545,20,-3,-3,1
04/14/2006 00:42:00,104,0.758083422,21,-2,-2,1
04/14/2006 00:43:00,104,0.759751508,20,-2,-2,1
04/14/2006 00:44:00,104,0.761419594,21,-2,-3,1
04/14/2006 00:45:00,104,0.76308768,21,-2,-3,1
04/14/2006 00:46:00,104,0.764755766,21,-2,-3,1
04/14/2006 00:47:00,104,0.766423852,22,-3,-3,1
04/14/2006 00:48:00,104,0.765714463,21,-3,-3,1
04/14/2006 00:49:00,104,0.765005074,23,-3,-4,1
04/14/2006 00:50:00,104,0.764295686,22,-2,-4,1
04/14/2006 00:51:00,104,0.763586297,23,-2,-4,1
04/14/2006 00:52:00,104,0.762876909,25,-2,-4,1
04/14/2006 00:53:00,104,0.761651506,26,-2,-4,1
04/14/2006 00:54:00,104,0.760426104,26,-2,-4,1
04/14/2006 00:55:00,104,0.759200702,25,-2,-5,1
04/14/2006 00:56:00,104,0.757975299,25,-2,-6,1
04/14/2006 00:57:00,104,0.756749897,26,-2,-7,1
04/14/2006 00:58:00,104,0.743943166,24,-2,-7,1
04/14/2006 00:59:00,104,0.731136436,25,-2,-7,1
04/14/2006 01:00:00,104,0.718329705,25,-2,-7,1
04/14/2006 01:01:00,104,0.705522975,25,-3,-7,1
04/14/2006 01:02:00,104,0.692716245,24,-2,-8,1
04/14/2006 01:03:00,104,0.686437142,25,-2,-8,1
04/14/2006 01:04:00,104,0.68015804,25,-3,-8,1
04/14/2006 01:05:00,104,0.673878937,25,-2,-9,1
04/14/2006 01:06:00,104,0.667599835,25,-2,-9,1
04/14/2006 01:07:00,104,0.661320732,26,-2,-9,1
04/14/2006 01:08:00,104,0.652800045,26,-2,-9,1
04/14/2006 01:09:00,104,0.644279357,26,-2,-9,1
04/14/2006 01:10:00,104,0.635758669,26,-2,-9,1
04/14/2006 01:11:00,104,0.627237981,26,-2,-9,1
04/14/2006 01:12:00,104,0.618717293,27,-2,-9,1
04/14/2006 01:13:00,104,0.622572031,26,-2,-9,1
04/14/2006 01:14:00,104,0.62642677,26,-2,-9,1
04/14/2006 01:15:00,104,0.630281508,25,-3,-9,1
04/14/2006 01:16:00,104,0.634136247,24,-3,-9,1
04/14/2006 01:17:00,104,0.637990986,25,-3,-10,1
04/14/2006 01:18:00,104,0.640133867,25,-3,-10,1
04/14/2006 01:19:00,104,0.642276748,25,-3,-11,1
04/14/2006 01:20:00,104,0.644419629,24,-3,-11,1
04/14/2006 01:21:00,104,0.64656251,24,-3,-12,1
04/14/2006 01:22:00,104,0.648705391,25,-3,-12,1
04/14/2006 01:23:00,104,0.646263125,26,-3,-13,1
04/14/2006 01:24:00,104,0.643820859,26,-3,-13,1
04/14/2006 01:25:00,104,0.641378593,25,-3,-13,1
04/14/2006 01:26:00,104,0.638936328,27,-3,-14,1
04/14/2006 01:27:00,104,0.636494062,25,-3,-14,1
04/14/2006 01:28:00,104,0.626184399,26,-3,-15,1
04/14/2006 01:29:00,104,0.615874735,27,-2,-15,1
04/14/2006 01:30:00,104,0.605565072,27,-3,-15,1
04/14/2006 01:31:00,104,0.595255409,27,-3,-14,1
04/14/2006 01:32:00,104,0.584945746,28,-3,-13,1
04/14/2006 01:33:00,104,0.573958177,27,-3,-14,1
04/14/2006 01:34:00,104,0.562970608,28,-3,-14,1
04/14/2006 01:35:00,104,0.551983039,28,-3,-14,1
04/14/2006 01:36:00,104,0.540995471,29,-3,-14,1
04/14/2006 01:37:00,104,0.530007902,29,-3,-13,1
04/14/2006 01:38:00,104,0.539214677,30,-3,-13,1
04/14/2006 01:39:00,104,0.548421453,31,-4,-14,1
04/14/2006 01:40:00,104,0.557628229,31,-4,-14,1
04/14/2006 01:41:00,104,0.566835005,31,-4,-14,1
04/14/2006 01:42:00,104,0.576041781,32,-4,-14,1
04/14/2006 01:43:00,104,0.594377679,33,-4,-14,1
04/14/2006 01:44:00,104,0.612713578,33,-4,-13,1
04/14/2006 01:45:00,104,0.631049477,33,-4,-13,1
04/14/2006 01:46:00,104,0.649385375,35,-4,-13,1
04/14/2006 01:47:00,104,0.667721274,35,-4,-13,1
04/14/2006 01:48:00,104,0.688084949,37,-3,-13,1
04/14/2006 01:49:00,104,0.708448625,37,-3,-12,1
04/14/2006 01:50:00,104,0.7288123,38,-3,-12,1
04/14/2006 01:51:00,104,0.749175975,39,-2,-13,1
04/14/2006 01:52:00,104,0.769539651,40,-1,-13,1
04/14/2006 01:53:00,104,0.792880895,41,-1,-13,1
04/14/2006 01:54:00,104,0.816222139,43,1,-13,1
04/14/2006 01:55:00,104,0.839563383,47,2,-12,1
04/14/2006 01:56:00,104,0.862904627,52,2,-12,1
04/14/2006 01:57:00,104,0.886245872,59,3,-12,1
04/14/2006 01:58:00,104,0.91482925,64,4,-12,1
04/14/2006 01:59:00,104,0.943412628,67,4,-12,1
04/14/2006 02:00:00,104,0.971996006,70,4,-12,1
04/14/2006 02:01:00,104,1.000579384,73,5,-12,1
04/14/2006 02:02:00,104,1.029162762,73,5,-12,1
04/14/2006 02:03:00,104,1.054093978,73,5,-13,1
04/14/2006 02:04:00,104,1.079025194,73,5,-13,1
04/14/2006 02:05:00,104,1.10395641,73,4,-13,1
04/14/2006 02:06:00,104,1.128887627,73,4,-13,1
04/14/2006 02:07:00,104,1.153818843,72,4,-13,1
04/14/2006 02:08:00,104,1.167342334,70,4,-13,1
04/14/2006 02:09:00,104,1.180865825,69,4,-12,1
04/14/2006 02:10:00,104,1.194389315,68,3,-13,1
04/14/2006 02:11:00,104,1.207912806,68,3,-13,1
04/14/2006 02:12:00,104,1.221436297,67,3,-14,1
04/14/2006 02:13:00,104,1.214915566,65,2,-13,1
04/14/2006 02:14:00,104,1.208394834,63,2,-14,1
04/14/2006 02:15:00,104,1.201874103,60,2,-14,1
04/14/2006 02:16:00,104,1.195353371,59,2,-14,1
04/14/2006 02:17:00,104,1.18883264,57,1,-15,1
04/14/2006 02:18:00,104,1.174215375,53,1,-15,1
04/14/2006 02:19:00,104,1.15959811,50,0,-15,1
04/14/2006 02:20:00,104,1.144980845,49,0,-15,1
04/14/2006 02:21:00,104,1.13036358,45,0,-16,1
04/14/2006 02:22:00,104,1.115746315,43,-1,-16,1
04/14/2006 02:23:00,104,1.124947255,39,-1,-17,1
04/14/2006 02:24:00,104,1.134148195,38,-2,-18,1
04/14/2006 02:25:00,104,1.143349135,37,-2,-18,1
04/14/2006 02:26:00,104,1.152550075,38,-2,-19,1
04/14/2006 02:27:00,104,1.161751015,38,-2,-19,1
04/14/2006 02:28:00,104,1.144358456,38,-2,-19,1
04/14/2006 02:29:00,104,1.126965896,39,-2,-19,1
04/14/2006 02:30:00,104,1.109573337,40,-2,-19,1
04/14/2006 02:31:00,104,1.092180778,41,-2,-19,1
04/14/2006 02:32:00,104,1.074788219,42,-2,-19,1
04/14/2006 02:33:00,104,1.106393632,43,-2,-19,1
04/14/2006 02:34:00,104,1.137999046,43,-1,-19,1
04/14/2006 02:35:00,104,1.169604459,43,-1,-19,1
04/14/2006 02:36:00,104,1.201209873,44,-1,-19,1
04/14/2006 02:37:00,104,1.232815286,44,-1,-19,1
04/14/2006 02:38:00,104,1.203723037,44,-1,-18,1
04/14/2006 02:39:00,104,1.174630788,45,-1,-18,1
04/14/2006 02:40:00,104,1.145538539,45,-1,-18,1
04/14/2006 02:41:00,104,1.11644629,46,-1,-17,1
04/14/2006 02:42:00,104,1.087354041,47,-1,-18,1
04/14/2006 02:43:00,104,1.055122802,47,-1,-17,1
04/14/2006 02:44:00,104,1.022891563,49,-1,-17,1
04/14/2006 02:45:00,104,0.990660324,50,-1,-17,1
