DateTime,DOY,D_TEC,ASY_H,SYM_D,SYM_H,Location
10/28/2001 00:00:00,301,0,15,2,-5,1
10/28/2001 00:01:00,301,0,15,2,-5,1
10/28/2001 00:02:00,301,0,15,2,-5,1
10/28/2001 00:03:00,301,0,15,2,-5,1
10/28/2001 00:04:00,301,0,15,2,-5,1
10/28/2001 00:05:00,301,0,14,2,-5,1
10/28/2001 00:06:00,301,0,14,2,-5,1
10/28/2001 00:07:00,301,0,14,2,-5,1
10/28/2001 00:08:00,301,0,15,2,-5,1
10/28/2001 00:09:00,301,0,14,2,-5,1
10/28/2001 00:10:00,301,0,15,2,-5,1
10/28/2001 00:11:00,301,0,15,2,-5,1
10/28/2001 00:12:00,301,0,15,2,-5,1
10/28/2001 00:13:00,301,0,15,2,-5,1
10/28/2001 00:14:00,301,0,15,2,-5,1
10/28/2001 00:15:00,301,0,15,2,-4,1
10/28/2001 00:16:00,301,0,14,2,-4,1
10/28/2001 00:17:00,301,0,15,3,-4,1
10/28/2001 00:18:00,301,0,15,3,-4,1
10/28/2001 00:19:00,301,0,15,3,-4,1
10/28/2001 00:20:00,301,0,15,2,-4,1
10/28/2001 00:21:00,301,0,16,2,-4,1
10/28/2001 00:22:00,301,0,16,2,-4,1
10/28/2001 00:23:00,301,0,16,2,-4,1
10/28/2001 00:24:00,301,0,16,2,-4,1
10/28/2001 00:25:00,301,0,15,2,-4,1
10/28/2001 00:26:00,301,0,15,2,-4,1
10/28/2001 00:27:00,301,0,15,2,-4,1
10/28/2001 00:28:00,301,0,15,2,-5,1
10/28/2001 00:29:00,301,0,15,2,-5,1
10/28/2001 00:30:00,301,0,15,2,-5,1
10/28/2001 00:31:00,301,0,15,2,-5,1
10/28/2001 00:32:00,301,0,16,2,-5,1
10/28/2001 00:33:00,301,0,16,2,-5,1
10/28/2001 00:34:00,301,0,15,2,-5,1
10/28/2001 00:35:00,301,0,15,2,-5,1
10/28/2001 00:36:00,301,0,15,2,-5,1
10/28/2001 00:37:00,301,0,15,2,-5,1
10/28/2001 00:38:00,301,0,15,2,-5,1
10/28/2001 00:39:00,301,0,16,2,-5,1
10/28/2001 00:40:00,301,0,16,2,-5,1
10/28/2001 00:41:00,301,0,15,2,-5,1
10/28/2001 00:42:00,301,0,16,2,-6,1
10/28/2001 00:43:00,301,0,16,2,-5,1
