DateTime,DOY,ASY_D,ASY_H,SYM_D,SYM_H,Location
2/11/2000 0:00,42,31,22,-3,-18,1
2/11/2000 0:01,42,30,21,-3,-18,1
2/11/2000 0:02,42,30,21,-3,-18,1
2/11/2000 0:03,42,29,23,-3,-17,1
2/11/2000 0:04,42,28,22,-3,-17,1
2/11/2000 0:05,42,27,23,-3,-17,1
2/11/2000 0:06,42,25,23,-2,-17,1
2/11/2000 0:07,42,24,23,-2,-16,1
2/11/2000 0:08,42,23,23,-2,-16,1
2/11/2000 0:09,42,23,24,-2,-16,1
2/11/2000 0:10,42,24,23,-2,-15,1
2/11/2000 0:11,42,25,24,-2,-15,1
2/11/2000 0:12,42,27,23,-2,-15,1
2/11/2000 0:13,42,26,23,-2,-15,1
2/11/2000 0:14,42,24,23,-2,-14,1
2/11/2000 0:15,42,23,22,-2,-14,1
2/11/2000 0:16,42,23,22,-2,-13,1
2/11/2000 0:17,42,23,23,-2,-13,1
2/11/2000 0:18,42,22,23,-2,-13,1
2/11/2000 0:19,42,22,23,-2,-13,1
2/11/2000 0:20,42,22,23,-2,-13,1
2/11/2000 0:21,42,22,22,-2,-13,1
2/11/2000 0:22,42,23,23,-2,-13,1
2/11/2000 0:23,42,22,23,-1,-12,1
2/11/2000 0:24,42,22,22,-2,-12,1
2/11/2000 0:25,42,22,22,-2,-12,1
2/11/2000 0:26,42,22,23,-2,-12,1
2/11/2000 0:27,42,22,23,-2,-11,1
2/11/2000 0:28,42,22,22,-2,-11,1
2/11/2000 0:29,42,20,22,-2,-11,1
2/11/2000 0:30,42,20,22,-1,-11,1
2/11/2000 0:31,42,20,23,-2,-10,1
2/11/2000 0:32,42,20,22,-1,-10,1
2/11/2000 0:33,42,20,22,-1,-10,1
2/11/2000 0:34,42,20,22,-1,-10,1
2/11/2000 0:35,42,20,23,-1,-10,1
2/11/2000 0:36,42,19,23,-2,-10,1
2/11/2000 0:37,42,19,23,-2,-10,1
2/11/2000 0:38,42,19,23,-1,-10,1
2/11/2000 0:39,42,19,23,-2,-10,1
2/11/2000 0:40,42,19,23,-1,-9,1
2/11/2000 0:41,42,18,23,-1,-9,1
2/11/2000 0:42,42,19,23,-1,-9,1
2/11/2000 0:43,42,17,22,-1,-9,1
2/11/2000 0:44,42,18,22,-2,-9,1
2/11/2000 0:45,42,18,22,-2,-9,1
2/11/2000 0:46,42,17,23,-2,-9,1
2/11/2000 0:47,42,17,23,-2,-9,1
2/11/2000 0:48,42,18,23,-2,-9,1
2/11/2000 0:49,42,18,23,-2,-9,1
2/11/2000 0:50,42,18,23,-2,-9,1
2/11/2000 0:51,42,17,23,-2,-9,1
2/11/2000 0:52,42,16,24,-2,-9,1
2/11/2000 0:53,42,16,23,-2,-9,1
2/11/2000 0:54,42,16,23,-2,-9,1
2/11/2000 0:55,42,16,23,-2,-8,1
2/11/2000 0:56,42,15,23,-2,-8,1
2/11/2000 0:57,42,15,24,-2,-8,1
2/11/2000 0:58,42,14,23,-2,-8,1
2/11/2000 0:59,42,15,23,-2,-8,1
2/11/2000 1:00,42,14,23,-2,-8,1
2/11/2000 1:01,42,14,23,-2,-8,1
2/11/2000 1:02,42,15,23,-2,-8,1
2/11/2000 1:03,42,15,23,-2,-8,1
2/11/2000 1:04,42,15,24,-2,-8,1
2/11/2000 1:05,42,15,24,-2,-8,1
2/11/2000 1:06,42,14,22,-2,-8,1
2/11/2000 1:07,42,15,22,-2,-8,1
2/11/2000 1:08,42,14,22,-2,-8,1
2/11/2000 1:09,42,14,23,-2,-7,1
2/11/2000 1:10,42,13,22,-2,-8,1
2/11/2000 1:11,42,13,22,-2,-8,1
