DateTime,DOY,ASY_D,ASY_H,SYM_D,SYM_H,Location
03/16/2013 00:00:00,75,17,12,1,-7,1
03/16/2013 00:01:00,75,17,12,1,-7,1
03/16/2013 00:02:00,75,17,14,1,-7,1
03/16/2013 00:03:00,75,17,13,1,-8,1
03/16/2013 00:04:00,75,17,13,1,-8,1
03/16/2013 00:05:00,75,17,12,1,-7,1
03/16/2013 00:06:00,75,17,14,1,-7,1
03/16/2013 00:07:00,75,17,14,1,-7,1
03/16/2013 00:08:00,75,17,14,1,-8,1
03/16/2013 00:09:00,75,17,14,1,-8,1
03/16/2013 00:10:00,75,18,15,1,-7,1
03/16/2013 00:11:00,75,17,15,1,-7,1
03/16/2013 00:12:00,75,18,16,1,-7,1
03/16/2013 00:13:00,75,17,15,1,-7,1
03/16/2013 00:14:00,75,18,16,1,-7,1
03/16/2013 00:15:00,75,17,16,1,-7,1
03/16/2013 00:16:00,75,17,14,1,-7,1
03/16/2013 00:17:00,75,16,16,1,-7,1
03/16/2013 00:18:00,75,15,15,0,-7,1
03/16/2013 00:19:00,75,16,14,0,-8,1
03/16/2013 00:20:00,75,15,14,1,-7,1
03/16/2013 00:21:00,75,15,15,1,-8,1
03/16/2013 00:22:00,75,15,15,0,-8,1
03/16/2013 00:23:00,75,15,15,0,-8,1
03/16/2013 00:24:00,75,16,16,0,-8,1
03/16/2013 00:25:00,75,17,16,0,-8,1
03/16/2013 00:26:00,75,16,16,0,-9,1
03/16/2013 00:27:00,75,16,16,0,-9,1
03/16/2013 00:28:00,75,16,16,0,-8,1
03/16/2013 00:29:00,75,16,15,0,-9,1
03/16/2013 00:30:00,75,15,15,0,-9,1
03/16/2013 00:31:00,75,14,15,1,-9,1
03/16/2013 00:32:00,75,15,15,1,-9,1
03/16/2013 00:33:00,75,15,15,1,-9,1
03/16/2013 00:34:00,75,15,15,1,-9,1
03/16/2013 00:35:00,75,15,15,1,-9,1
03/16/2013 00:36:00,75,15,15,0,-9,1
03/16/2013 00:37:00,75,15,16,1,-9,1
03/16/2013 00:38:00,75,15,15,0,-9,1
03/16/2013 00:39:00,75,15,15,1,-9,1
03/16/2013 00:40:00,75,15,15,0,-9,1
03/16/2013 00:41:00,75,16,15,1,-9,1
03/16/2013 00:42:00,75,16,16,1,-10,1
03/16/2013 00:43:00,75,16,16,0,-9,1
03/16/2013 00:44:00,75,17,15,0,-10,1
03/16/2013 00:45:00,75,16,15,1,-10,1
03/16/2013 00:46:00,75,17,17,1,-10,1
03/16/2013 00:47:00,75,17,16,1,-10,1
03/16/2013 00:48:00,75,16,14,1,-10,1
03/16/2013 00:49:00,75,15,14,1,-10,1
03/16/2013 00:50:00,75,14,13,0,-10,1
03/16/2013 00:51:00,75,14,13,1,-10,1
03/16/2013 00:52:00,75,14,14,0,-11,1
03/16/2013 00:53:00,75,15,15,0,-11,1
03/16/2013 00:54:00,75,16,17,0,-11,1
03/16/2013 00:55:00,75,18,19,0,-11,1
03/16/2013 00:56:00,75,18,20,0,-11,1
03/16/2013 00:57:00,75,18,19,0,-11,1
03/16/2013 00:58:00,75,16,17,0,-11,1
03/16/2013 00:59:00,75,16,16,0,-12,1
03/16/2013 01:00:00,75,16,17,0,-12,1
03/16/2013 01:01:00,75,16,17,0,-12,1
03/16/2013 01:02:00,75,16,16,0,-12,1
03/16/2013 01:03:00,75,16,17,0,-12,1
03/16/2013 01:04:00,75,18,18,0,-12,1
03/16/2013 01:05:00,75,18,17,0,-12,1
03/16/2013 01:06:00,75,17,18,0,-12,1
03/16/2013 01:07:00,75,16,16,0,-12,1
03/16/2013 01:08:00,75,17,15,0,-12,1
03/16/2013 01:09:00,75,17,15,0,-12,1
03/16/2013 01:10:00,75,17,17,1,-12,1
03/16/2013 01:11:00,75,18,17,1,-11,1
03/16/2013 01:12:00,75,18,16,1,-11,1
03/16/2013 01:13:00,75,18,16,0,-12,1
03/16/2013 01:14:00,75,19,17,1,-12,1
03/16/2013 01:15:00,75,19,17,1,-12,1
03/16/2013 01:16:00,75,18,16,1,-12,1
03/16/2013 01:17:00,75,18,15,1,-12,1
03/16/2013 01:18:00,75,19,16,1,-12,1
03/16/2013 01:19:00,75,17,15,1,-12,1
03/16/2013 01:20:00,75,17,13,1,-12,1
03/16/2013 01:21:00,75,15,11,1,-12,1
03/16/2013 01:22:00,75,15,11,1,-11,1
03/16/2013 01:23:00,75,17,13,1,-11,1
03/16/2013 01:24:00,75,18,13,1,-11,1
03/16/2013 01:25:00,75,18,13,1,-11,1
03/16/2013 01:26:00,75,17,13,1,-12,1
03/16/2013 01:27:00,75,17,13,1,-11,1
03/16/2013 01:28:00,75,17,12,1,-11,1
03/16/2013 01:29:00,75,17,12,1,-12,1
03/16/2013 01:30:00,75,18,13,1,-11,1
03/16/2013 01:31:00,75,17,11,1,-12,1
03/16/2013 01:32:00,75,18,13,1,-11,1
03/16/2013 01:33:00,75,16,11,1,-11,1
03/16/2013 01:34:00,75,16,10,2,-11,1
03/16/2013 01:35:00,75,15,10,2,-12,1
03/16/2013 01:36:00,75,16,12,2,-11,1
03/16/2013 01:37:00,75,17,12,2,-11,1
03/16/2013 01:38:00,75,17,11,2,-11,1
03/16/2013 01:39:00,75,15,11,2,-11,1
03/16/2013 01:40:00,75,16,11,2,-11,1
03/16/2013 01:41:00,75,17,11,2,-11,1
03/16/2013 01:42:00,75,17,12,2,-12,1
03/16/2013 01:43:00,75,17,13,1,-12,1
03/16/2013 01:44:00,75,17,13,1,-12,1
03/16/2013 01:45:00,75,19,14,1,-13,1
03/16/2013 01:46:00,75,20,14,2,-12,1
03/16/2013 01:47:00,75,20,15,3,-12,1
03/16/2013 01:48:00,75,18,14,3,-12,1
03/16/2013 01:49:00,75,17,16,3,-12,1
03/16/2013 01:50:00,75,18,20,4,-11,1
03/16/2013 01:51:00,75,18,19,3,-11,1
03/16/2013 01:52:00,75,18,20,4,-11,1
03/16/2013 01:53:00,75,18,21,4,-11,1
03/16/2013 01:54:00,75,19,23,4,-10,1
03/16/2013 01:55:00,75,19,25,4,-10,1
03/16/2013 01:56:00,75,20,26,3,-10,1
03/16/2013 01:57:00,75,21,27,4,-9,1
03/16/2013 01:58:00,75,23,27,3,-9,1
03/16/2013 01:59:00,75,25,27,3,-9,1
03/16/2013 02:00:00,75,28,27,3,-9,1
03/16/2013 02:01:00,75,30,26,2,-9,1
03/16/2013 02:02:00,75,31,24,2,-10,1
03/16/2013 02:03:00,75,30,23,1,-10,1
03/16/2013 02:04:00,75,30,23,1,-10,1
03/16/2013 02:05:00,75,29,21,1,-10,1
03/16/2013 02:06:00,75,28,18,1,-10,1
03/16/2013 02:07:00,75,27,16,1,-9,1
03/16/2013 02:08:00,75,28,18,1,-9,1
03/16/2013 02:09:00,75,27,18,1,-9,1
03/16/2013 02:10:00,75,26,19,2,-9,1
03/16/2013 02:11:00,75,24,17,1,-10,1
03/16/2013 02:12:00,75,22,16,1,-10,1
03/16/2013 02:13:00,75,21,16,1,-10,1
03/16/2013 02:14:00,75,22,18,1,-11,1
03/16/2013 02:15:00,75,23,19,1,-11,1
03/16/2013 02:16:00,75,23,18,1,-11,1
03/16/2013 02:17:00,75,22,18,1,-12,1
03/16/2013 02:18:00,75,21,20,1,-12,1
03/16/2013 02:19:00,75,22,20,1,-12,1
03/16/2013 02:20:00,75,21,19,1,-12,1
03/16/2013 02:21:00,75,21,20,1,-12,1
03/16/2013 02:22:00,75,21,20,1,-13,1
03/16/2013 02:23:00,75,21,20,1,-13,1
03/16/2013 02:24:00,75,21,20,1,-14,1
