DateTime,DOY,ASY_D,ASY_H,SYM_D,SYM_H,Location
03/30/2001 00:00:00,89,35,28,0,-27,1
03/30/2001 00:01:00,89,36,28,0,-27,1
03/30/2001 00:02:00,89,36,27,0,-27,1
03/30/2001 00:03:00,89,35,27,-1,-27,1
03/30/2001 00:04:00,89,35,27,0,-26,1
03/30/2001 00:05:00,89,36,27,0,-26,1
03/30/2001 00:06:00,89,36,27,0,-26,1
03/30/2001 00:07:00,89,36,26,0,-26,1
03/30/2001 00:08:00,89,36,26,0,-26,1
03/30/2001 00:09:00,89,36,26,0,-26,1
03/30/2001 00:10:00,89,36,26,0,-26,1
03/30/2001 00:11:00,89,36,26,0,-26,1
03/30/2001 00:12:00,89,36,26,0,-26,1
03/30/2001 00:13:00,89,36,25,0,-27,1
03/30/2001 00:14:00,89,38,25,0,-26,1
03/30/2001 00:15:00,89,36,26,-1,-27,1
03/30/2001 00:16:00,89,37,25,-1,-27,1
03/30/2001 00:17:00,89,36,24,-1,-27,1
03/30/2001 00:18:00,89,37,24,-1,-26,1
03/30/2001 00:19:00,89,37,24,-1,-26,1
03/30/2001 00:20:00,89,37,25,0,-26,1
03/30/2001 00:21:00,89,37,25,-1,-26,1
03/30/2001 00:22:00,89,36,25,0,-25,1
03/30/2001 00:23:00,89,36,25,-1,-26,1
03/30/2001 00:24:00,89,37,26,-1,-26,1
03/30/2001 00:25:00,89,39,25,-1,-26,1
03/30/2001 00:26:00,89,39,25,0,-26,1
03/30/2001 00:27:00,89,37,25,0,-26,1
03/30/2001 00:28:00,89,38,24,0,-26,1
03/30/2001 00:29:00,89,39,24,0,-26,1
03/30/2001 00:30:00,89,39,25,0,-26,1
03/30/2001 00:31:00,89,39,25,0,-26,1
03/30/2001 00:32:00,89,39,25,0,-27,1
03/30/2001 00:33:00,89,39,25,0,-26,1
03/30/2001 00:34:00,89,39,24,0,-26,1
03/30/2001 00:35:00,89,38,24,1,-26,1
03/30/2001 00:36:00,89,38,26,1,-26,1
03/30/2001 00:37:00,89,38,26,1,-26,1
03/30/2001 00:38:00,89,39,26,0,-26,1
03/30/2001 00:39:00,89,39,25,0,-26,1
03/30/2001 00:40:00,89,39,24,0,-26,1
03/30/2001 00:41:00,89,39,24,0,-26,1
03/30/2001 00:42:00,89,39,24,0,-26,1
03/30/2001 00:43:00,89,39,24,0,-26,1
03/30/2001 00:44:00,89,40,24,0,-25,1
03/30/2001 00:45:00,89,39,23,0,-25,1
03/30/2001 00:46:00,89,41,23,0,-24,1
03/30/2001 00:47:00,89,40,22,0,-25,1
03/30/2001 00:48:00,89,40,23,0,-25,1
03/30/2001 00:49:00,89,40,23,0,-25,1
03/30/2001 00:50:00,89,40,23,0,-25,1
03/30/2001 00:51:00,89,41,23,0,-26,1
03/30/2001 00:52:00,89,41,23,0,-25,1
03/30/2001 00:53:00,89,41,24,0,-26,1
03/30/2001 00:54:00,89,41,24,1,-26,1
03/30/2001 00:55:00,89,41,24,1,-26,1
03/30/2001 00:56:00,89,41,24,1,-26,1
03/30/2001 00:57:00,89,42,25,1,-25,1
03/30/2001 00:58:00,89,41,24,1,-25,1
03/30/2001 00:59:00,89,41,24,1,-25,1
03/30/2001 01:00:00,89,41,24,1,-24,1
03/30/2001 01:01:00,89,42,25,0,-24,1
03/30/2001 01:02:00,89,41,26,1,-23,1
03/30/2001 01:03:00,89,41,25,1,-23,1
03/30/2001 01:04:00,89,41,25,1,-22,1
03/30/2001 01:05:00,89,41,26,1,-21,1
03/30/2001 01:06:00,89,40,26,2,-20,1
03/30/2001 01:07:00,89,39,25,2,-19,1
03/30/2001 01:08:00,89,40,25,1,-19,1
03/30/2001 01:09:00,89,40,25,1,-20,1
03/30/2001 01:10:00,89,40,25,1,-20,1
03/30/2001 01:11:00,89,40,25,1,-21,1
03/30/2001 01:12:00,89,41,25,1,-23,1
03/30/2001 01:13:00,89,41,26,1,-25,1
03/30/2001 01:14:00,89,42,28,0,-26,1
03/30/2001 01:15:00,89,42,28,-1,-28,1
03/30/2001 01:16:00,89,43,28,-1,-29,1
03/30/2001 01:17:00,89,43,27,-1,-29,1
